crop,market_code,market_name,district,state,min_price,max_price,modal_price,arrival_quantity,date,source,agroelevate_avg_price,district_demand,market_volatility,weekly_trend,monthly_trend
Jute,MKT0480,Uttarakhand wholesale 4,UK004,Uttarakhand,52.57,66.91,59.74,2311.8,2026-06-28,AGMARKNET,68.47,31.2,0.1572,0.1148,-0.1376
Castor,MKT0480,Uttarakhand wholesale 4,UK004,Uttarakhand,41.89,53.31,47.6,4819.7,2026-06-28,AGMARKNET,53.04,80.5,0.1045,0.0647,-0.0861
Toor Dal,MKT0480,Uttarakhand wholesale 4,UK004,Uttarakhand,37.4,47.6,42.5,900.7,2026-06-28,AGMARKNET,49.5,91.7,0.0546,-0.0337,0.1358
Brinjal,MKT0480,Uttarakhand wholesale 4,UK004,Uttarakhand,46.89,59.67,53.28,1908.2,2026-06-28,AGMARKNET,59.78,73.7,0.2055,-0.0621,-0.0361
Chilli,MKT0481,Uttarakhand APMC 5,UK005,Uttarakhand,115.01,146.37,130.69,2738.3,2026-06-28,eNAM,152.04,52.1,0.2362,0.0371,0.0883
Mango,MKT0481,Uttarakhand APMC 5,UK005,Uttarakhand,58.0,73.82,65.91,2407.7,2026-06-28,eNAM,72.58,93.5,0.1737,-0.046,0.0888
Pigeon Pea,MKT0481,Uttarakhand APMC 5,UK005,Uttarakhand,58.34,74.24,66.29,4313.0,2026-06-28,eNAM,71.74,59.9,0.0826,-0.0499,0.1697
Rice,MKT0481,Uttarakhand APMC 5,UK005,Uttarakhand,23.98,30.52,27.25,1026.5,2026-06-28,eNAM,31.89,90.1,0.2473,-0.0286,0.0678
Semolina,MKT0481,Uttarakhand APMC 5,UK005,Uttarakhand,58.14,74.0,66.07,4202.0,2026-06-28,eNAM,73.93,55.4,0.0868,-0.028,-0.0362
Ridge Gourd,MKT0481,Uttarakhand APMC 5,UK005,Uttarakhand,50.34,64.06,57.2,2508.0,2026-06-28,eNAM,62.47,56.6,0.0776,-0.0773,-0.109
Sorghum,MKT0481,Uttarakhand APMC 5,UK005,Uttarakhand,24.41,31.07,27.74,682.0,2026-06-28,eNAM,32.48,85.4,0.1348,-0.0177,0.0526
Colocasia,MKT0481,Uttarakhand APMC 5,UK005,Uttarakhand,44.91,57.15,51.03,574.2,2026-06-28,eNAM,56.44,55.7,0.2401,0.0441,0.095
Coffee,MKT0481,Uttarakhand APMC 5,UK005,Uttarakhand,44.03,56.03,50.03,4543.8,2026-06-28,eNAM,54.85,48.2,0.0538,0.0876,0.1456
Sesame,MKT0481,Uttarakhand APMC 5,UK005,Uttarakhand,63.11,80.33,71.72,713.5,2026-06-28,eNAM,83.52,74.2,0.0983,0.0305,0.1303
Foxtail Millet,MKT0481,Uttarakhand APMC 5,UK005,Uttarakhand,57.44,73.1,65.27,3326.8,2026-06-28,eNAM,72.93,91.1,0.1393,-0.0345,0.1833
Red Chilli,MKT0481,Uttarakhand APMC 5,UK005,Uttarakhand,27.91,35.53,31.72,4036.8,2026-06-28,eNAM,34.39,65.2,0.1529,-0.0265,-0.061
Field Pea,MKT0481,Uttarakhand APMC 5,UK005,Uttarakhand,35.31,44.93,40.12,4170.1,2026-06-28,eNAM,44.34,58.6,0.1206,0.0664,-0.1296
Carrot,MKT0481,Uttarakhand APMC 5,UK005,Uttarakhand,49.66,63.2,56.43,1184.1,2026-06-28,eNAM,64.63,69.0,0.1622,0.1167,0.0139
Black Pepper,MKT0481,Uttarakhand APMC 5,UK005,Uttarakhand,49.49,62.99,56.24,4174.0,2026-06-28,eNAM,63.38,43.1,0.1525,-0.0006,0.165
Moong,MKT0482,Uttarakhand mandi 6,UK006,Uttarakhand,45.34,57.7,51.52,2528.7,2026-06-28,data.gov.in,56.49,82.0,0.0564,0.0281,-0.0096
Mushroom,MKT0482,Uttarakhand mandi 6,UK006,Uttarakhand,24.87,31.65,28.26,4823.7,2026-06-28,data.gov.in,32.24,36.9,0.1933,-0.0337,0.0385
Field Pea,MKT0482,Uttarakhand mandi 6,UK006,Uttarakhand,45.91,58.43,52.17,308.9,2026-06-28,data.gov.in,55.65,47.1,0.1266,-0.0787,-0.1484
Masoor Dal,MKT0482,Uttarakhand mandi 6,UK006,Uttarakhand,47.46,60.4,53.93,1491.8,2026-06-28,data.gov.in,62.07,78.4,0.1578,0.0478,-0.0069
Pearl Millet,MKT0482,Uttarakhand mandi 6,UK006,Uttarakhand,29.59,37.65,33.62,1108.8,2026-06-28,data.gov.in,37.09,60.7,0.2241,-0.0369,0.0648
Jowar,MKT0482,Uttarakhand mandi 6,UK006,Uttarakhand,48.45,61.67,55.06,1324.3,2026-06-28,data.gov.in,62.25,56.2,0.1201,0.0501,0.1776
Natural Rubber,MKT0482,Uttarakhand mandi 6,UK006,Uttarakhand,29.81,37.95,33.88,3824.7,2026-06-28,data.gov.in,36.25,81.9,0.0877,0.0451,-0.0636
Sorghum,MKT0482,Uttarakhand mandi 6,UK006,Uttarakhand,39.65,50.47,45.06,3914.9,2026-06-28,data.gov.in,49.62,40.5,0.2158,0.1074,-0.038
Cucumber,MKT0482,Uttarakhand mandi 6,UK006,Uttarakhand,63.47,80.79,72.13,888.2,2026-06-28,data.gov.in,84.13,97.7,0.213,0.0283,0.0525
Hybrid Cotton,MKT0482,Uttarakhand mandi 6,UK006,Uttarakhand,34.7,44.16,39.43,3928.9,2026-06-28,data.gov.in,43.99,57.0,0.2222,0.0258,-0.0138
Parboiled Rice,MKT0482,Uttarakhand mandi 6,UK006,Uttarakhand,58.92,75.0,66.96,3805.7,2026-06-28,data.gov.in,76.19,98.0,0.0687,-0.0522,-0.0747
Basmati Rice,MKT0482,Uttarakhand mandi 6,UK006,Uttarakhand,31.51,40.11,35.81,4468.1,2026-06-28,data.gov.in,40.74,70.8,0.1174,0.0406,-0.0224
Cardamom,MKT0482,Uttarakhand mandi 6,UK006,Uttarakhand,52.18,66.42,59.3,73.8,2026-06-28,data.gov.in,66.24,81.8,0.0538,0.0783,0.1609
Okra,MKT0482,Uttarakhand mandi 6,UK006,Uttarakhand,45.94,58.46,52.2,1081.7,2026-06-28,data.gov.in,55.71,32.2,0.0883,0.0572,-0.0258
Proso Millet,MKT0482,Uttarakhand mandi 6,UK006,Uttarakhand,55.37,70.47,62.92,262.4,2026-06-28,data.gov.in,70.2,88.3,0.1192,-0.0373,-0.0624
Masoor,MKT0483,Uttarakhand eNAM hub 7,UK007,Uttarakhand,45.09,57.39,51.24,4121.2,2026-06-28,AGMARKNET,55.55,83.2,0.0523,0.0441,0.087
Brinjal,MKT0483,Uttarakhand eNAM hub 7,UK007,Uttarakhand,33.28,42.36,37.82,4206.5,2026-06-28,AGMARKNET,44.19,37.7,0.188,-0.0658,0.1607
Sweet Potato,MKT0483,Uttarakhand eNAM hub 7,UK007,Uttarakhand,34.95,44.49,39.72,1387.8,2026-06-28,AGMARKNET,42.47,84.7,0.081,-0.044,-0.0843
Tea,MKT0483,Uttarakhand eNAM hub 7,UK007,Uttarakhand,36.02,45.84,40.93,4004.9,2026-06-28,AGMARKNET,46.85,85.2,0.1373,0.0496,-0.0287
Kenaf,MKT0483,Uttarakhand eNAM hub 7,UK007,Uttarakhand,41.61,52.95,47.28,2466.9,2026-06-28,AGMARKNET,51.97,53.0,0.1738,0.0412,0.1918
Linseed,MKT0483,Uttarakhand eNAM hub 7,UK007,Uttarakhand,37.3,47.48,42.39,3574.5,2026-06-28,AGMARKNET,46.0,53.2,0.0874,0.0154,0.1857
Toor Dal,MKT0483,Uttarakhand eNAM hub 7,UK007,Uttarakhand,47.72,60.74,54.23,1340.4,2026-06-28,AGMARKNET,63.77,45.4,0.1893,-0.078,0.11
Foxtail Millet,MKT0483,Uttarakhand eNAM hub 7,UK007,Uttarakhand,39.67,50.49,45.08,3754.7,2026-06-28,AGMARKNET,52.34,38.4,0.0793,0.0208,0.0836
Niger Seed,MKT0483,Uttarakhand eNAM hub 7,UK007,Uttarakhand,40.34,51.34,45.84,3044.1,2026-06-28,AGMARKNET,49.07,91.9,0.2358,-0.004,0.091
Urad Dal,MKT0483,Uttarakhand eNAM hub 7,UK007,Uttarakhand,56.54,71.96,64.25,440.4,2026-06-28,AGMARKNET,72.22,22.8,0.2415,0.0817,0.0063
Kodo Millet,MKT0483,Uttarakhand eNAM hub 7,UK007,Uttarakhand,55.06,70.08,62.57,3420.3,2026-06-28,AGMARKNET,72.16,44.6,0.2084,0.0209,0.0284
Arecanut,MKT0483,Uttarakhand eNAM hub 7,UK007,Uttarakhand,34.24,43.58,38.91,310.5,2026-06-28,AGMARKNET,44.77,37.6,0.148,0.0478,-0.1197
Bamboo,MKT0483,Uttarakhand eNAM hub 7,UK007,Uttarakhand,44.35,56.45,50.4,4607.6,2026-06-28,AGMARKNET,53.3,41.7,0.1458,0.015,0.1823
Maize Grits,MKT0483,Uttarakhand eNAM hub 7,UK007,Uttarakhand,42.51,54.11,48.31,2904.4,2026-06-28,AGMARKNET,52.41,68.5,0.228,-0.0393,0.1636
Sugarcane,MKT0483,Uttarakhand eNAM hub 7,UK007,Uttarakhand,3.48,4.44,3.96,4869.8,2026-06-28,AGMARKNET,4.34,61.1,0.2058,-0.004,0.071
Sesame,MKT0484,Uttarakhand wholesale 8,UK008,Uttarakhand,55.48,70.62,63.05,88.8,2026-06-28,eNAM,67.81,52.7,0.1483,-0.0593,0.0223
Pearl Millet,MKT0484,Uttarakhand wholesale 8,UK008,Uttarakhand,48.48,61.7,55.09,3273.4,2026-06-28,eNAM,61.01,64.5,0.1198,0.0667,-0.072
Guava,MKT0484,Uttarakhand wholesale 8,UK008,Uttarakhand,29.27,37.25,33.26,1230.0,2026-06-28,eNAM,36.04,78.8,0.0931,-0.0776,-0.062
Tapioca,MKT0484,Uttarakhand wholesale 8,UK008,Uttarakhand,41.08,52.28,46.68,705.3,2026-06-28,eNAM,51.21,46.9,0.1589,-0.0668,0.1966
Hybrid Cotton,MKT0484,Uttarakhand wholesale 8,UK008,Uttarakhand,30.37,38.65,34.51,2685.7,2026-06-28,eNAM,38.89,50.5,0.1377,-0.0288,0.0526
Drumstick,MKT0484,Uttarakhand wholesale 8,UK008,Uttarakhand,48.04,61.14,54.59,2534.2,2026-06-28,eNAM,60.72,60.0,0.1623,-0.0484,0.072
Spinach,MKT0484,Uttarakhand wholesale 8,UK008,Uttarakhand,40.46,51.5,45.98,163.0,2026-06-28,eNAM,49.64,90.1,0.2472,0.0088,-0.0137
Parboiled Rice,MKT0484,Uttarakhand wholesale 8,UK008,Uttarakhand,52.65,67.01,59.83,778.5,2026-06-28,eNAM,63.42,77.5,0.1957,0.0068,0.108
Field Pea,MKT0484,Uttarakhand wholesale 8,UK008,Uttarakhand,37.7,47.98,42.84,721.3,2026-06-28,eNAM,49.25,72.4,0.1258,-0.0734,-0.0312
Arhar,MKT0484,Uttarakhand wholesale 8,UK008,Uttarakhand,28.4,36.14,32.27,4406.1,2026-06-28,eNAM,35.67,35.6,0.1076,0.0296,0.1953
Little Millet,MKT0484,Uttarakhand wholesale 8,UK008,Uttarakhand,39.67,50.49,45.08,1182.8,2026-06-28,eNAM,49.53,37.7,0.1118,0.0991,0.1498
Moong,MKT0484,Uttarakhand wholesale 8,UK008,Uttarakhand,43.21,54.99,49.1,531.8,2026-06-28,eNAM,55.38,77.4,0.2087,0.0097,0.0986
Sunflower,MKT0484,Uttarakhand wholesale 8,UK008,Uttarakhand,55.52,70.66,63.09,3906.1,2026-06-28,eNAM,67.64,56.7,0.1518,-0.0312,0.1144
Garlic,MKT0484,Uttarakhand wholesale 8,UK008,Uttarakhand,100.85,128.35,114.6,407.4,2026-06-28,eNAM,130.85,17.9,0.1867,-0.0237,0.0846
Lemongrass,MKT0484,Uttarakhand wholesale 8,UK008,Uttarakhand,34.98,44.52,39.75,4907.3,2026-06-28,eNAM,43.99,84.4,0.1567,-0.0743,-0.0788
Pearl Millet,MKT0485,Uttarakhand APMC 9,UK009,Uttarakhand,45.36,57.74,51.55,2303.2,2026-06-28,data.gov.in,55.73,64.5,0.1593,0.1086,-0.0333
Niger Seed,MKT0485,Uttarakhand APMC 9,UK009,Uttarakhand,46.82,59.58,53.2,3326.6,2026-06-28,data.gov.in,58.73,41.7,0.0838,-0.0153,0.0376
Bitter Gourd,MKT0485,Uttarakhand APMC 9,UK009,Uttarakhand,60.1,76.5,68.3,4283.5,2026-06-28,data.gov.in,77.24,98.0,0.0592,-0.0652,-0.0445
Tapioca,MKT0485,Uttarakhand APMC 9,UK009,Uttarakhand,59.69,75.97,67.83,2685.7,2026-06-28,data.gov.in,75.03,83.0,0.1022,0.0546,0.0701
Horse Gram,MKT0485,Uttarakhand APMC 9,UK009,Uttarakhand,61.18,77.86,69.52,1402.1,2026-06-28,data.gov.in,74.25,52.3,0.223,-0.0037,0.1667
Apple,MKT0485,Uttarakhand APMC 9,UK009,Uttarakhand,34.39,43.77,39.08,2797.9,2026-06-28,data.gov.in,44.38,79.4,0.1019,-0.0369,0.0245
Moong,MKT0485,Uttarakhand APMC 9,UK009,Uttarakhand,47.28,60.18,53.73,3540.7,2026-06-28,data.gov.in,60.31,51.3,0.0747,-0.0201,-0.075
Chickpea,MKT0485,Uttarakhand APMC 9,UK009,Uttarakhand,52.16,66.38,59.27,1623.7,2026-06-28,data.gov.in,63.92,60.3,0.1258,0.0431,-0.0603
Tobacco,MKT0485,Uttarakhand APMC 9,UK009,Uttarakhand,38.19,48.61,43.4,367.1,2026-06-28,data.gov.in,49.03,47.3,0.1805,-0.0334,0.1162
Sorghum,MKT0485,Uttarakhand APMC 9,UK009,Uttarakhand,52.01,66.19,59.1,669.8,2026-06-28,data.gov.in,62.31,59.8,0.0804,0.0199,0.049
Isabgol,MKT0485,Uttarakhand APMC 9,UK009,Uttarakhand,40.8,51.92,46.36,359.1,2026-06-28,data.gov.in,51.25,82.6,0.0565,0.0668,-0.103
Urad Dal,MKT0485,Uttarakhand APMC 9,UK009,Uttarakhand,37.55,47.79,42.67,727.9,2026-06-28,data.gov.in,50.07,98.0,0.1908,-0.0188,0.1811
Psyllium,MKT0485,Uttarakhand APMC 9,UK009,Uttarakhand,47.9,60.96,54.43,2382.1,2026-06-28,data.gov.in,60.22,77.6,0.2102,0.0863,0.0414
Ridge Gourd,MKT0485,Uttarakhand APMC 9,UK009,Uttarakhand,56.41,71.79,64.1,4005.7,2026-06-28,data.gov.in,72.11,90.8,0.1141,0.0683,0.1068
Potato,MKT0485,Uttarakhand APMC 9,UK009,Uttarakhand,16.28,20.72,18.5,4247.9,2026-06-28,data.gov.in,19.61,85.1,0.0982,-0.0471,-0.0966
Groundnut,MKT0486,Uttarakhand mandi 10,UK010,Uttarakhand,38.47,48.97,43.72,2092.7,2026-06-28,AGMARKNET,50.2,72.5,0.1353,-0.0535,0.0887
Parboiled Rice,MKT0486,Uttarakhand mandi 10,UK010,Uttarakhand,45.03,57.31,51.17,4688.0,2026-06-28,AGMARKNET,55.3,98.0,0.2246,0.0083,0.0825
Little Millet,MKT0486,Uttarakhand mandi 10,UK010,Uttarakhand,39.02,49.66,44.34,1294.7,2026-06-28,AGMARKNET,50.39,64.6,0.0974,0.0626,0.1159
Linseed,MKT0486,Uttarakhand mandi 10,UK010,Uttarakhand,53.93,68.63,61.28,2735.5,2026-06-28,AGMARKNET,68.98,42.0,0.2246,-0.0491,0.1101
Arecanut,MKT0486,Uttarakhand mandi 10,UK010,Uttarakhand,62.37,79.39,70.88,3166.5,2026-06-28,AGMARKNET,83.4,61.3,0.1693,0.092,-0.0683
Ragi,MKT0486,Uttarakhand mandi 10,UK010,Uttarakhand,51.78,65.9,58.84,3737.1,2026-06-28,AGMARKNET,65.85,54.3,0.2435,0.0407,-0.1291
Vanilla,MKT0486,Uttarakhand mandi 10,UK010,Uttarakhand,38.92,49.54,44.23,4710.4,2026-06-28,AGMARKNET,48.32,72.6,0.2063,0.0506,0.1506
Cashew,MKT0486,Uttarakhand mandi 10,UK010,Uttarakhand,43.41,55.25,49.33,1263.8,2026-06-28,AGMARKNET,55.91,68.8,0.1045,-0.0591,-0.0039
Maize,MKT0486,Uttarakhand mandi 10,UK010,Uttarakhand,16.65,21.19,18.92,1122.2,2026-06-28,AGMARKNET,21.64,47.7,0.2464,0.0212,-0.1437
Niger Seed,MKT0486,Uttarakhand mandi 10,UK010,Uttarakhand,25.99,33.07,29.53,2624.2,2026-06-28,AGMARKNET,32.97,38.1,0.0699,0.0226,0.0877
Sugarcane,MKT0486,Uttarakhand mandi 10,UK010,Uttarakhand,3.38,4.3,3.84,3596.8,2026-06-28,AGMARKNET,4.11,72.0,0.2349,0.0861,-0.0043
Hybrid Cotton,MKT0486,Uttarakhand mandi 10,UK010,Uttarakhand,52.47,66.77,59.62,1672.5,2026-06-28,AGMARKNET,65.28,66.0,0.1685,-0.0422,0.1619
Beetroot,MKT0486,Uttarakhand mandi 10,UK010,Uttarakhand,46.46,59.12,52.79,1340.4,2026-06-28,AGMARKNET,62.23,68.4,0.0717,-0.0186,0.1871
Pigeon Pea,MKT0486,Uttarakhand mandi 10,UK010,Uttarakhand,42.61,54.23,48.42,4617.6,2026-06-28,AGMARKNET,52.55,66.1,0.1463,0.0597,0.1624
Lettuce,MKT0486,Uttarakhand mandi 10,UK010,Uttarakhand,49.46,62.94,56.2,913.8,2026-06-28,AGMARKNET,64.69,53.6,0.1245,0.1057,0.0693
Pearl Millet,MKT0487,Uttarakhand eNAM hub 11,UK011,Uttarakhand,46.74,59.48,53.11,3774.3,2026-06-28,eNAM,61.79,53.6,0.1064,-0.0556,-0.1075
Fenugreek,MKT0487,Uttarakhand eNAM hub 11,UK011,Uttarakhand,57.26,72.88,65.07,3351.5,2026-06-28,eNAM,73.78,80.7,0.072,0.0036,0.027
Field Pea,MKT0487,Uttarakhand eNAM hub 11,UK011,Uttarakhand,40.67,51.77,46.22,610.0,2026-06-28,eNAM,51.2,53.8,0.0911,-0.0045,-0.0859
Barnyard Millet,MKT0487,Uttarakhand eNAM hub 11,UK011,Uttarakhand,41.42,52.72,47.07,4340.1,2026-06-28,eNAM,51.31,49.3,0.1911,-0.0132,-0.1313
Semolina,MKT0487,Uttarakhand eNAM hub 11,UK011,Uttarakhand,30.59,38.93,34.76,3331.6,2026-06-28,eNAM,40.35,40.6,0.1684,0.0085,0.0884
Sunflower,MKT0487,Uttarakhand eNAM hub 11,UK011,Uttarakhand,39.92,50.8,45.36,638.8,2026-06-28,eNAM,51.48,48.2,0.2483,-0.0313,0.0777
Arecanut,MKT0487,Uttarakhand eNAM hub 11,UK011,Uttarakhand,47.41,60.33,53.87,3196.1,2026-06-28,eNAM,58.59,58.8,0.2473,0.0239,-0.0853
Mesta,MKT0487,Uttarakhand eNAM hub 11,UK011,Uttarakhand,47.39,60.31,53.85,2283.4,2026-06-28,eNAM,56.66,38.5,0.2159,-0.0038,-0.1195
Parboiled Rice,MKT0487,Uttarakhand eNAM hub 11,UK011,Uttarakhand,47.44,60.38,53.91,3642.9,2026-06-28,eNAM,58.42,79.8,0.157,0.0457,-0.0878
Yam,MKT0487,Uttarakhand eNAM hub 11,UK011,Uttarakhand,39.19,49.87,44.53,3355.5,2026-06-28,eNAM,49.94,56.9,0.0745,0.0173,-0.1164
Hybrid Cotton,MKT0487,Uttarakhand eNAM hub 11,UK011,Uttarakhand,38.76,49.32,44.04,4650.8,2026-06-28,eNAM,51.0,71.0,0.1484,0.1088,0.028
Lentil,MKT0487,Uttarakhand eNAM hub 11,UK011,Uttarakhand,61.64,78.46,70.05,2698.1,2026-06-28,eNAM,77.95,44.1,0.1349,-0.0537,-0.0772
Cluster Beans,MKT0487,Uttarakhand eNAM hub 11,UK011,Uttarakhand,30.33,38.61,34.47,4128.6,2026-06-28,eNAM,38.08,72.7,0.1538,0.0669,0.1714
Natural Rubber,MKT0487,Uttarakhand eNAM hub 11,UK011,Uttarakhand,40.28,51.26,45.77,2852.5,2026-06-28,eNAM,53.54,21.5,0.1403,-0.064,0.1147
Green Chilli,MKT0487,Uttarakhand eNAM hub 11,UK011,Uttarakhand,30.18,38.42,34.3,550.8,2026-06-28,eNAM,37.01,77.3,0.1352,0.0001,-0.0182
Moong,MKT0488,Uttarakhand wholesale 12,UK012,Uttarakhand,54.93,69.91,62.42,1853.3,2026-06-28,data.gov.in,65.58,59.3,0.1591,0.1019,-0.1054
Broccoli,MKT0488,Uttarakhand wholesale 12,UK012,Uttarakhand,58.99,75.07,67.03,787.0,2026-06-28,data.gov.in,72.22,57.5,0.1881,0.1009,0.0645
Broken Rice,MKT0488,Uttarakhand wholesale 12,UK012,Uttarakhand,53.44,68.02,60.73,1712.8,2026-06-28,data.gov.in,70.72,64.2,0.1813,0.0736,0.0407
Potato,MKT0488,Uttarakhand wholesale 12,UK012,Uttarakhand,17.68,22.5,20.09,658.4,2026-06-28,data.gov.in,22.9,55.9,0.1275,0.0517,0.1747
Fenugreek,MKT0488,Uttarakhand wholesale 12,UK012,Uttarakhand,40.82,51.96,46.39,1585.0,2026-06-28,data.gov.in,52.31,53.9,0.2384,0.0736,0.1861
Sweet Potato,MKT0488,Uttarakhand wholesale 12,UK012,Uttarakhand,47.74,60.76,54.25,3816.5,2026-06-28,data.gov.in,59.55,62.5,0.1092,0.1034,-0.0522
Maize,MKT0488,Uttarakhand wholesale 12,UK012,Uttarakhand,14.05,17.89,15.97,3636.6,2026-06-28,data.gov.in,18.72,69.3,0.1438,0.0442,-0.1499
Sorghum,MKT0488,Uttarakhand wholesale 12,UK012,Uttarakhand,51.64,65.72,58.68,1402.6,2026-06-28,data.gov.in,64.81,45.3,0.1785,0.0704,0.1782
Pigeon Pea,MKT0488,Uttarakhand wholesale 12,UK012,Uttarakhand,45.04,57.32,51.18,1848.6,2026-06-28,data.gov.in,59.35,77.6,0.1542,0.102,-0.0021
Chilli,MKT0488,Uttarakhand wholesale 12,UK012,Uttarakhand,112.82,143.6,128.21,3387.2,2026-06-28,data.gov.in,141.24,98.0,0.1218,0.1196,-0.0919
Nutmeg,MKT0488,Uttarakhand wholesale 12,UK012,Uttarakhand,62.1,79.04,70.57,3729.1,2026-06-28,data.gov.in,80.37,55.5,0.0719,0.0232,0.0429
Banana,MKT0488,Uttarakhand wholesale 12,UK012,Uttarakhand,17.28,22.0,19.64,264.7,2026-06-28,data.gov.in,22.55,76.2,0.1216,0.042,-0.1442
Okra,MKT0488,Uttarakhand wholesale 12,UK012,Uttarakhand,36.64,46.64,41.64,152.7,2026-06-28,data.gov.in,44.55,67.5,0.1656,0.1047,0.0102
Sunflower,MKT0488,Uttarakhand wholesale 12,UK012,Uttarakhand,46.33,58.97,52.65,3947.0,2026-06-28,data.gov.in,57.47,79.7,0.1037,0.0522,-0.0234
Neem Seeds,MKT0488,Uttarakhand wholesale 12,UK012,Uttarakhand,48.56,61.8,55.18,4843.5,2026-06-28,data.gov.in,59.34,66.1,0.1001,-0.058,0.0445
Pearl Millet,MKT0489,Uttarakhand APMC 13,UK013,Uttarakhand,27.96,35.58,31.77,2194.7,2026-06-28,AGMARKNET,34.06,70.2,0.073,0.0131,-0.0265
Maize Grits,MKT0489,Uttarakhand APMC 13,UK013,Uttarakhand,31.08,39.56,35.32,4269.5,2026-06-28,AGMARKNET,40.0,73.8,0.1499,0.0098,-0.0161
Psyllium,MKT0489,Uttarakhand APMC 13,UK013,Uttarakhand,55.18,70.24,62.71,2263.2,2026-06-28,AGMARKNET,69.84,67.9,0.0521,-0.0606,-0.0415
Aloe Vera,MKT0489,Uttarakhand APMC 13,UK013,Uttarakhand,33.34,42.44,37.89,3325.1,2026-06-28,AGMARKNET,42.44,63.1,0.0958,0.0117,-0.0251
Potato,MKT0489,Uttarakhand APMC 13,UK013,Uttarakhand,18.18,23.14,20.66,1971.8,2026-06-28,AGMARKNET,21.85,73.7,0.1287,0.0915,0.1802
Spinach,MKT0489,Uttarakhand APMC 13,UK013,Uttarakhand,52.65,67.01,59.83,63.6,2026-06-28,AGMARKNET,64.32,69.5,0.2104,0.02,-0.0665
Ginger,MKT0489,Uttarakhand APMC 13,UK013,Uttarakhand,67.8,86.3,77.05,2666.1,2026-06-28,AGMARKNET,89.69,49.5,0.0595,-0.077,0.0653
Clove,MKT0489,Uttarakhand APMC 13,UK013,Uttarakhand,53.64,68.26,60.95,589.4,2026-06-28,AGMARKNET,65.12,52.8,0.1189,-0.0079,-0.0869
Lentil,MKT0489,Uttarakhand APMC 13,UK013,Uttarakhand,28.49,36.27,32.38,1716.9,2026-06-28,AGMARKNET,34.06,34.1,0.2165,0.011,-0.0574
Hybrid Cotton,MKT0489,Uttarakhand APMC 13,UK013,Uttarakhand,44.91,57.15,51.03,1900.3,2026-06-28,AGMARKNET,54.52,61.5,0.1787,0.0618,0.141
Arecanut,MKT0489,Uttarakhand APMC 13,UK013,Uttarakhand,30.98,39.44,35.21,4762.2,2026-06-28,AGMARKNET,41.23,52.9,0.1891,-0.0398,0.189
Rice,MKT0489,Uttarakhand APMC 13,UK013,Uttarakhand,25.77,32.79,29.28,2934.0,2026-06-28,AGMARKNET,31.89,51.6,0.1906,0.0464,0.1044
Baby Corn,MKT0489,Uttarakhand APMC 13,UK013,Uttarakhand,27.61,35.13,31.37,98.8,2026-06-28,AGMARKNET,33.73,56.2,0.0915,-0.0117,-0.078
Brinjal,MKT0489,Uttarakhand APMC 13,UK013,Uttarakhand,47.12,59.98,53.55,3181.4,2026-06-28,AGMARKNET,60.66,73.3,0.1396,0.1144,-0.0106
Bajra,MKT0489,Uttarakhand APMC 13,UK013,Uttarakhand,61.84,78.7,70.27,3405.0,2026-06-28,AGMARKNET,74.86,50.1,0.2093,0.0175,0.1698
Moong,MKT0490,Uttarakhand mandi 14,UK014,Uttarakhand,39.85,50.71,45.28,3100.0,2026-06-28,eNAM,47.95,53.4,0.0949,0.0264,-0.0491
Papaya,MKT0490,Uttarakhand mandi 14,UK014,Uttarakhand,30.4,38.68,34.54,4774.3,2026-06-28,eNAM,38.75,71.7,0.1479,0.0562,0.1475
Brinjal,MKT0490,Uttarakhand mandi 14,UK014,Uttarakhand,30.98,39.44,35.21,2597.7,2026-06-28,eNAM,37.83,58.5,0.1912,-0.032,0.1562
Urad Dal,MKT0490,Uttarakhand mandi 14,UK014,Uttarakhand,32.53,41.41,36.97,4065.8,2026-06-28,eNAM,39.05,56.5,0.2197,0.0271,0.0849
Red Chilli,MKT0490,Uttarakhand mandi 14,UK014,Uttarakhand,36.6,46.58,41.59,1509.9,2026-06-28,eNAM,48.26,64.7,0.116,0.049,0.0393
Jowar,MKT0490,Uttarakhand mandi 14,UK014,Uttarakhand,31.18,39.68,35.43,3003.9,2026-06-28,eNAM,40.16,37.1,0.176,0.085,0.1589
Horse Gram,MKT0490,Uttarakhand mandi 14,UK014,Uttarakhand,27.44,34.92,31.18,2347.6,2026-06-28,eNAM,35.1,98.0,0.2016,0.0828,-0.0963
Lentil,MKT0490,Uttarakhand mandi 14,UK014,Uttarakhand,60.33,76.79,68.56,1134.5,2026-06-28,eNAM,73.02,69.3,0.2327,0.0087,0.1767
Bottle Gourd,MKT0490,Uttarakhand mandi 14,UK014,Uttarakhand,35.41,45.07,40.24,1802.7,2026-06-28,eNAM,45.54,67.1,0.1063,0.016,-0.1432
Black Pepper,MKT0490,Uttarakhand mandi 14,UK014,Uttarakhand,48.4,61.6,55.0,2547.0,2026-06-28,eNAM,64.05,39.0,0.1786,-0.0531,0.1716
Cauliflower,MKT0490,Uttarakhand mandi 14,UK014,Uttarakhand,37.7,47.98,42.84,429.4,2026-06-28,eNAM,45.99,78.5,0.134,0.0163,0.0225
Banana,MKT0490,Uttarakhand mandi 14,UK014,Uttarakhand,19.45,24.75,22.1,3571.0,2026-06-28,eNAM,25.34,59.9,0.228,-0.0387,0.0696
